venda_id,data,produto,categoria_produto,canal,campanha,receita,custo,custo_marketing
1272,2024-10-25,Cadeira Gamer,Móveis,Orgânico,Nenhuma,832.55,538.09,0.0
1273,2024-01-10,Smartphone X,Eletrônicos,Influencers,Verão Ofertas,2120.24,1304.11,54.55
1274,2024-04-20,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1313.12,891.87,0.0
1275,2024-04-19,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,658.41,419.1,35.19
1276,2024-07-02,Mesa Escritório,Móveis,Influencers,Verão Ofertas,550.18,330.28,77.32
1277,2024-03-07,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3669.04,2550.99,31.82
1278,2024-04-22,Mesa Escritório,Móveis,Influencers,Semana Tech,623.76,380.34,56.5
1279,2024-04-09,Mesa Escritório,Móveis,Influencers,Black Friday,650.72,444.82,109.73
1280,2024-01-28,Smartphone X,Eletrônicos,Email Marketing,Institucional,2179.02,1434.36,38.22
1281,2024-01-16,Mesa Escritório,Móveis,Facebook Ads,Institucional,605.92,384.99,49.74
1282,2024-03-29,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1101.8,743.71,0.0
1283,2024-04-13,Mesa Escritório,Móveis,Google Ads,Institucional,553.17,385.09,43.97
1284,2024-03-05,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3650.46,2386.69,20.17
1285,2024-12-16,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1195.1,779.09,0.0
1286,2024-08-27,Mesa Escritório,Móveis,Facebook Ads,Nenhuma,582.06,365.33,64.24
1287,2024-03-22,Smartphone X,Eletrônicos,Email Marketing,Black Friday,2192.74,1323.43,18.24
1288,2024-11-21,Smartphone X,Eletrônicos,Google Ads,Semana Tech,1910.06,1234.52,78.57
1289,2024-07-15,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1285.66,799.65,0.0
1290,2024-05-17,Mesa Escritório,Móveis,Google Ads,Semana Tech,541.89,326.12,76.91
1291,2024-04-14,Smartphone X,Eletrônicos,Google Ads,Black Friday,1899.76,1192.71,40.4
1292,2024-07-02,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,740.97,509.28,38.53
1293,2024-05-28,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1236.69,797.26,0.0
1294,2024-09-11,Cadeira Gamer,Móveis,Influencers,Semana Tech,725.3,486.26,187.71
1295,2024-12-21,"Monitor 27""",Periféricos,Influencers,Black Friday,1234.41,764.7,147.21
1296,2024-09-02,Cadeira Gamer,Móveis,Email Marketing,Black Friday,868.78,541.36,14.41
1297,2024-02-05,Cadeira Gamer,Móveis,Facebook Ads,Semana Tech,876.88,544.45,26.4
1298,2024-03-10,Mesa Escritório,Móveis,Email Marketing,Nenhuma,644.39,419.21,23.55
1299,2024-12-07,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3379.25,2363.37,10.57
1300,2024-07-27,"Monitor 27""",Periféricos,Google Ads,Institucional,1290.5,900.62,60.3
1301,2024-12-15,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,309.62,205.68,0.0
1302,2024-02-28,Cadeira Gamer,Móveis,Google Ads,Black Friday,808.47,562.7,58.48
1303,2024-05-09,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1080.58,661.0,23.22
1304,2024-10-25,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,287.86,180.14,17.39
1305,2024-03-21,Cadeira Gamer,Móveis,Email Marketing,Black Friday,822.58,494.67,30.97
1306,2024-07-14,Teclado Mecânico,Periféricos,Email Marketing,Institucional,292.05,186.2,12.92
1307,2024-09-25,Smartphone X,Eletrônicos,Email Marketing,Nenhuma,1954.91,1341.12,48.8
1308,2024-01-29,Mesa Escritório,Móveis,Facebook Ads,Institucional,550.44,353.24,26.85
1309,2024-11-09,Cadeira Gamer,Móveis,Orgânico,Nenhuma,831.16,512.69,0.0
1310,2024-10-15,Mesa Escritório,Móveis,Email Marketing,Semana Tech,634.28,427.25,41.18
1311,2024-07-09,Cadeira Gamer,Móveis,Facebook Ads,Institucional,834.84,552.23,22.46
1312,2024-08-08,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,315.58,204.0,190.84
1313,2024-11-09,"Monitor 27""",Periféricos,Influencers,Nenhuma,1115.23,681.27,107.76
1314,2024-07-06,Cadeira Gamer,Móveis,Google Ads,Black Friday,777.87,534.56,21.78
1315,2024-12-24,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3527.7,2439.59,63.35
1316,2024-11-27,Mesa Escritório,Móveis,Google Ads,Nenhuma,654.77,426.54,53.11
1317,2024-04-03,"Monitor 27""",Periféricos,Influencers,Semana Tech,1172.83,775.49,156.04
1318,2024-05-24,Notebook Pro,Eletrônicos,Influencers,Institucional,3684.79,2252.19,65.35
1319,2024-11-01,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1091.61,728.49,0.0
1320,2024-01-11,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1938.1,1305.47,0.0
1321,2024-12-31,Cadeira Gamer,Móveis,Facebook Ads,Black Friday,836.13,566.58,46.51
1322,2024-10-20,Mesa Escritório,Móveis,Email Marketing,Semana Tech,655.28,457.7,65.23
1323,2024-02-14,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3587.43,2423.26,0.0
1324,2024-05-14,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,304.32,196.33,0.0
1325,2024-04-21,"Monitor 27""",Periféricos,Influencers,Black Friday,1249.81,866.64,195.01
1326,2024-05-18,Cadeira Gamer,Móveis,Google Ads,Black Friday,833.31,502.22,42.77
1327,2024-04-09,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,737.43,443.88,66.65
1328,2024-03-16,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3563.74,2170.49,129.61
1329,2024-09-06,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,293.69,184.93,52.96
1330,2024-01-25,Cadeira Gamer,Móveis,Google Ads,Black Friday,845.77,547.28,15.58
1331,2024-07-19,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1231.09,766.92,0.0
1332,2024-11-09,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,296.07,179.48,48.09
1333,2024-06-04,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3813.06,2457.8,75.49
1334,2024-11-02,Cadeira Gamer,Móveis,Orgânico,Nenhuma,814.93,539.93,0.0
1335,2024-05-18,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2091.0,1429.8,0.0
1336,2024-02-23,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,293.87,195.38,0.0
1337,2024-11-07,Mesa Escritório,Móveis,Orgânico,Nenhuma,640.31,406.17,0.0
1338,2024-10-30,Notebook Pro,Eletrônicos,Influencers,Verão Ofertas,3326.72,2094.97,148.18
1339,2024-02-10,Cadeira Gamer,Móveis,Email Marketing,Semana Tech,796.24,503.04,66.26
1340,2024-11-29,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,2033.67,1344.11,15.36
1341,2024-11-05,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,803.58,560.7,23.96
1342,2024-07-18,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3583.82,2468.28,70.21
1343,2024-10-31,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,328.3,218.89,23.62
1344,2024-12-09,Teclado Mecânico,Periféricos,Influencers,Nenhuma,320.5,202.7,189.12
1345,2024-06-09,Cadeira Gamer,Móveis,Email Marketing,Semana Tech,789.14,522.5,47.64
1346,2024-02-13,Cadeira Gamer,Móveis,Email Marketing,Semana Tech,750.54,469.81,38.76
1347,2024-11-08,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3657.15,2350.97,0.0
1348,2024-03-03,Smartphone X,Eletrônicos,Email Marketing,Nenhuma,2060.74,1310.48,79.11
1349,2024-03-31,Mesa Escritório,Móveis,Influencers,Institucional,612.01,369.7,177.21
1350,2024-07-31,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,798.84,507.67,28.25
1351,2024-08-02,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,292.61,204.75,0.0
1352,2024-12-22,"Monitor 27""",Periféricos,Facebook Ads,Black Friday,1215.4,730.01,71.81
1353,2024-07-20,Mesa Escritório,Móveis,Google Ads,Semana Tech,614.17,397.27,19.49
1354,2024-01-04,"Monitor 27""",Periféricos,Facebook Ads,Institucional,1201.13,780.86,65.03
1355,2024-10-03,Mesa Escritório,Móveis,Orgânico,Nenhuma,654.56,412.65,0.0
1356,2024-05-15,Mesa Escritório,Móveis,Facebook Ads,Verão Ofertas,656.17,435.99,68.06
1357,2024-08-08,Mesa Escritório,Móveis,Facebook Ads,Semana Tech,611.73,408.97,77.6
1358,2024-06-26,Mesa Escritório,Móveis,Facebook Ads,Verão Ofertas,658.02,435.19,64.55
1359,2024-01-26,Smartphone X,Eletrônicos,Influencers,Institucional,1867.25,1289.49,124.86
1360,2024-09-14,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,281.97,179.8,52.68
1361,2024-08-23,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,321.36,220.43,0.0
1362,2024-04-02,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3843.45,2345.38,0.0
1363,2024-09-22,Mesa Escritório,Móveis,Influencers,Institucional,562.95,360.18,76.6
1364,2024-08-09,Cadeira Gamer,Móveis,Google Ads,Institucional,753.02,526.44,32.59
1365,2024-08-02,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,274.78,190.7,73.85
1366,2024-10-07,Cadeira Gamer,Móveis,Influencers,Verão Ofertas,853.9,563.79,94.29
1367,2024-12-11,Notebook Pro,Eletrônicos,Influencers,Black Friday,3434.89,2376.2,101.92
1368,2024-01-25,Teclado Mecânico,Periféricos,Facebook Ads,Nenhuma,276.35,180.12,61.61
1369,2024-09-14,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1183.45,763.62,0.0
1370,2024-08-30,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3586.26,2193.13,27.79
1371,2024-08-18,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3508.82,2165.02,45.97
1372,2024-03-17,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3320.96,2190.57,28.6
1373,2024-09-04,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,299.61,195.72,58.13
1374,2024-03-15,Smartphone X,Eletrônicos,Influencers,Institucional,2196.66,1415.34,169.48
1375,2024-04-10,Cadeira Gamer,Móveis,Google Ads,Verão Ofertas,858.1,551.26,20.97
1376,2024-08-04,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1811.58,1103.31,0.0
1377,2024-11-01,Notebook Pro,Eletrônicos,Google Ads,Institucional,3590.27,2287.92,76.19
1378,2024-07-10,Teclado Mecânico,Periféricos,Google Ads,Black Friday,275.34,187.62,36.24
1379,2024-08-26,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1971.37,1360.67,0.0
1380,2024-12-13,Notebook Pro,Eletrônicos,Email Marketing,Semana Tech,3824.31,2638.07,30.0
1381,2024-06-24,Smartphone X,Eletrônicos,Influencers,Verão Ofertas,1960.85,1258.93,140.46
1382,2024-08-30,Mesa Escritório,Móveis,Influencers,Nenhuma,634.13,400.16,168.79
1383,2024-01-07,Smartphone X,Eletrônicos,Influencers,Nenhuma,1922.78,1328.71,55.15
1384,2024-12-06,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3685.84,2388.26,52.06
1385,2024-07-01,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1218.35,841.86,0.0
1386,2024-03-30,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,325.35,196.5,24.86
1387,2024-05-10,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3267.03,2249.21,153.68
1388,2024-05-27,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3479.01,2095.56,76.04
1389,2024-05-02,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,810.32,517.2,13.68
1390,2024-05-29,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1197.74,729.42,0.0
1391,2024-11-01,Teclado Mecânico,Periféricos,Google Ads,Nenhuma,318.66,222.11,63.28
1392,2024-05-02,Cadeira Gamer,Móveis,Orgânico,Nenhuma,860.64,560.89,0.0
1393,2024-02-04,Cadeira Gamer,Móveis,Google Ads,Verão Ofertas,773.55,476.34,53.17
1394,2024-01-07,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,323.24,211.26,0.0
1395,2024-08-21,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,282.94,171.16,0.0
1396,2024-10-02,Mesa Escritório,Móveis,Facebook Ads,Semana Tech,600.9,367.42,46.81
1397,2024-11-20,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3338.69,2303.54,48.47
1398,2024-11-04,Mesa Escritório,Móveis,Influencers,Verão Ofertas,656.42,450.32,71.28
1399,2024-12-23,Teclado Mecânico,Periféricos,Influencers,Semana Tech,328.97,229.97,99.84
1400,2024-09-30,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,312.54,214.52,60.82
1401,2024-09-16,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,296.8,188.52,63.0
1402,2024-11-27,Cadeira Gamer,Móveis,Facebook Ads,Institucional,761.18,459.85,22.43
1403,2024-10-13,Smartphone X,Eletrônicos,Influencers,Verão Ofertas,1913.45,1314.38,107.45
1404,2024-02-17,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,299.57,188.83,69.47
1405,2024-01-26,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2138.8,1365.75,22.21
1406,2024-02-04,Cadeira Gamer,Móveis,Email Marketing,Institucional,781.33,522.49,79.33
1407,2024-07-02,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,1807.81,1096.12,23.77
1408,2024-01-04,Mesa Escritório,Móveis,Google Ads,Institucional,541.61,367.8,65.44
1409,2024-11-15,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3477.5,2174.19,0.0
1410,2024-03-08,Smartphone X,Eletrônicos,Email Marketing,Nenhuma,2081.81,1260.56,42.73
1411,2024-01-28,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3546.09,2338.39,0.0
1412,2024-09-19,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3187.32,2053.93,30.22
1413,2024-01-05,Teclado Mecânico,Periféricos,Facebook Ads,Black Friday,326.33,201.61,10.04
1414,2024-10-26,"Monitor 27""",Periféricos,Influencers,Nenhuma,1193.04,802.83,174.75
1415,2024-10-24,Cadeira Gamer,Móveis,Orgânico,Nenhuma,871.88,563.0,0.0
1416,2024-08-02,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1155.86,772.36,22.64
1417,2024-08-14,Cadeira Gamer,Móveis,Influencers,Verão Ofertas,851.45,585.1,186.92
1418,2024-01-24,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,324.85,203.37,0.0
1419,2024-10-15,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,857.76,528.74,42.56
1420,2024-07-22,Mesa Escritório,Móveis,Orgânico,Nenhuma,606.65,374.16,0.0
1421,2024-06-22,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,324.82,217.07,18.81
1422,2024-01-30,Cadeira Gamer,Móveis,Influencers,Black Friday,749.83,451.87,132.65
1423,2024-10-10,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1184.04,739.46,73.88
1424,2024-12-11,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1102.1,719.82,65.65
1425,2024-06-24,Cadeira Gamer,Móveis,Email Marketing,Black Friday,867.49,541.8,52.19
1426,2024-04-07,Teclado Mecânico,Periféricos,Influencers,Institucional,314.12,188.52,79.8
1427,2024-10-07,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1856.05,1253.24,0.0
1428,2024-06-08,Cadeira Gamer,Móveis,Google Ads,Nenhuma,828.29,544.08,79.74
1429,2024-10-05,Teclado Mecânico,Periféricos,Google Ads,Institucional,291.97,176.34,19.97
1430,2024-06-23,Teclado Mecânico,Periféricos,Google Ads,Nenhuma,316.77,198.98,76.46
1431,2024-09-02,Cadeira Gamer,Móveis,Orgânico,Nenhuma,798.13,529.32,0.0
1432,2024-10-30,Teclado Mecânico,Periféricos,Google Ads,Institucional,300.19,185.36,47.77
1433,2024-07-03,"Monitor 27""",Periféricos,Google Ads,Semana Tech,1285.24,772.0,49.07
1434,2024-07-14,Cadeira Gamer,Móveis,Orgânico,Nenhuma,730.38,502.31,0.0
1435,2024-11-20,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1195.47,744.94,0.0
1436,2024-02-17,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3362.13,2185.32,30.51
1437,2024-09-14,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1162.14,752.56,59.68
1438,2024-01-14,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3166.25,1956.58,0.0
1439,2024-07-22,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1239.99,818.9,14.06
1440,2024-05-05,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2196.08,1403.3,0.0
1441,2024-10-26,Mesa Escritório,Móveis,Orgânico,Nenhuma,626.99,435.12,0.0
1442,2024-12-23,Teclado Mecânico,Periféricos,Facebook Ads,Black Friday,295.92,193.34,46.36
1443,2024-02-21,Teclado Mecânico,Periféricos,Email Marketing,Semana Tech,309.24,198.83,47.4
1444,2024-04-03,Cadeira Gamer,Móveis,Influencers,Semana Tech,721.3,489.43,169.98
1445,2024-02-10,Mesa Escritório,Móveis,Influencers,Institucional,555.25,384.33,153.8
1446,2024-08-21,Mesa Escritório,Móveis,Influencers,Black Friday,608.66,398.9,78.94
1447,2024-05-14,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,312.44,197.73,76.92
1448,2024-03-20,Teclado Mecânico,Periféricos,Google Ads,Institucional,306.21,201.52,57.11
1449,2024-03-27,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1128.41,734.49,14.78
1450,2024-08-07,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,785.31,517.22,26.09
1451,2024-03-03,Mesa Escritório,Móveis,Orgânico,Nenhuma,577.74,389.31,0.0
1452,2024-06-28,"Monitor 27""",Periféricos,Google Ads,Black Friday,1151.17,791.37,21.56
1453,2024-06-15,Notebook Pro,Eletrônicos,Email Marketing,Black Friday,3356.31,2088.83,72.37
1454,2024-06-20,"Monitor 27""",Periféricos,Google Ads,Semana Tech,1307.09,822.36,39.48
1455,2024-07-19,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,1967.36,1331.39,20.29
1456,2024-07-13,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1244.16,853.26,20.01
1457,2024-11-18,"Monitor 27""",Periféricos,Email Marketing,Institucional,1260.07,830.72,63.18
1458,2024-02-24,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1304.94,817.54,28.15
1459,2024-04-18,"Monitor 27""",Periféricos,Facebook Ads,Black Friday,1300.99,859.03,76.22
1460,2024-01-14,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3222.22,1991.89,0.0
1461,2024-01-10,Mesa Escritório,Móveis,Facebook Ads,Nenhuma,653.35,454.02,74.7
1462,2024-03-17,Cadeira Gamer,Móveis,Orgânico,Nenhuma,833.02,578.14,0.0
1463,2024-06-17,"Monitor 27""",Periféricos,Influencers,Verão Ofertas,1230.23,806.49,117.76
1464,2024-09-10,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1319.95,800.85,22.88
1465,2024-09-27,Cadeira Gamer,Móveis,Google Ads,Black Friday,754.06,486.16,42.7
1466,2024-08-23,Mesa Escritório,Móveis,Google Ads,Nenhuma,560.38,341.68,16.49
1467,2024-05-16,Smartphone X,Eletrônicos,Influencers,Semana Tech,2083.25,1285.52,107.04
1468,2024-04-08,Smartphone X,Eletrônicos,Influencers,Black Friday,1890.19,1308.58,126.52
1469,2024-04-08,Notebook Pro,Eletrônicos,Email Marketing,Semana Tech,3544.55,2280.16,46.24
1470,2024-05-07,Mesa Escritório,Móveis,Facebook Ads,Black Friday,656.88,457.69,47.07
1471,2024-01-16,Mesa Escritório,Móveis,Google Ads,Black Friday,631.36,387.25,54.3
1472,2024-08-23,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,320.21,202.8,42.09
1473,2024-06-26,"Monitor 27""",Periféricos,Google Ads,Black Friday,1274.83,882.95,42.05
1474,2024-10-04,Mesa Escritório,Móveis,Google Ads,Nenhuma,625.6,435.52,39.25
1475,2024-08-26,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1912.67,1329.57,0.0
1476,2024-03-12,Mesa Escritório,Móveis,Google Ads,Institucional,553.58,354.83,50.13
1477,2024-10-28,Mesa Escritório,Móveis,Email Marketing,Nenhuma,596.37,366.31,67.26
1478,2024-07-31,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1127.1,704.66,0.0
1479,2024-06-26,"Monitor 27""",Periféricos,Google Ads,Verão Ofertas,1287.78,879.3,73.89
1480,2024-01-25,"Monitor 27""",Periféricos,Influencers,Institucional,1158.75,807.55,130.41
1481,2024-04-12,Cadeira Gamer,Móveis,Google Ads,Nenhuma,792.67,489.5,50.38
1482,2024-09-13,Mesa Escritório,Móveis,Orgânico,Nenhuma,555.32,346.99,0.0
1483,2024-04-29,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,727.87,477.16,15.32
1484,2024-02-13,Cadeira Gamer,Móveis,Influencers,Nenhuma,741.83,498.84,163.82
1485,2024-01-25,"Monitor 27""",Periféricos,Influencers,Semana Tech,1308.84,858.54,171.99
1486,2024-07-31,Cadeira Gamer,Móveis,Google Ads,Semana Tech,728.19,440.32,32.15
1487,2024-04-28,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,296.99,189.73,10.32
1488,2024-01-18,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1136.27,742.15,39.42
1489,2024-12-05,Smartphone X,Eletrônicos,Google Ads,Black Friday,1806.5,1181.98,16.07
1490,2024-04-04,Mesa Escritório,Móveis,Orgânico,Nenhuma,582.85,402.02,0.0
1491,2024-07-18,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1300.43,834.9,0.0
1492,2024-07-04,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,284.65,187.44,31.72
1493,2024-03-08,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2120.22,1367.09,79.49
1494,2024-11-15,Cadeira Gamer,Móveis,Google Ads,Semana Tech,801.11,499.6,71.58
1495,2024-05-03,Teclado Mecânico,Periféricos,Google Ads,Black Friday,306.72,195.7,39.97
1496,2024-07-14,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3572.43,2147.96,0.0
1497,2024-09-01,Cadeira Gamer,Móveis,Email Marketing,Black Friday,839.69,550.23,14.31
1498,2024-05-27,Cadeira Gamer,Móveis,Influencers,Nenhuma,852.56,563.51,149.86
1499,2024-02-07,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,304.61,207.18,27.11
1500,2024-10-14,Mesa Escritório,Móveis,Influencers,Verão Ofertas,552.44,367.7,53.5
1501,2024-05-15,Smartphone X,Eletrônicos,Email Marketing,Black Friday,2079.75,1428.33,38.12
1502,2024-03-22,Notebook Pro,Eletrônicos,Email Marketing,Verão Ofertas,3514.17,2403.51,55.79
1503,2024-11-15,Smartphone X,Eletrônicos,Influencers,Institucional,2018.88,1357.45,83.01
1504,2024-07-20,Mesa Escritório,Móveis,Google Ads,Institucional,633.6,393.13,55.51
1505,2024-12-30,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3340.37,2047.03,52.31
1506,2024-10-16,"Monitor 27""",Periféricos,Email Marketing,Institucional,1107.05,749.99,68.13
1507,2024-10-16,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3195.01,1968.15,41.35
1508,2024-10-15,"Monitor 27""",Periféricos,Facebook Ads,Verão Ofertas,1159.06,804.11,70.89
1509,2024-11-01,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1189.34,765.43,0.0
1510,2024-10-02,"Monitor 27""",Periféricos,Influencers,Black Friday,1191.57,765.48,156.65
1511,2024-09-10,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,548.27,352.8,70.95
1512,2024-03-27,Mesa Escritório,Móveis,Orgânico,Nenhuma,572.54,360.72,0.0
1513,2024-05-19,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3802.94,2649.5,13.41
1514,2024-03-05,"Monitor 27""",Periféricos,Influencers,Semana Tech,1173.85,763.79,56.23
1515,2024-12-17,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1283.28,804.91,0.0
1516,2024-01-15,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2034.86,1239.33,41.34
1517,2024-12-25,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1269.23,870.04,0.0
1518,2024-05-13,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1271.62,886.09,0.0
1519,2024-01-09,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1275.1,890.75,0.0
1520,2024-02-03,Teclado Mecânico,Periféricos,Google Ads,Semana Tech,283.34,180.5,69.66
1521,2024-08-28,Mesa Escritório,Móveis,Email Marketing,Black Friday,556.9,372.94,28.4
1522,2024-10-07,Cadeira Gamer,Móveis,Orgânico,Nenhuma,782.15,523.48,0.0
1523,2024-04-03,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1089.63,701.9,0.0
1524,2024-01-30,Mesa Escritório,Móveis,Google Ads,Nenhuma,590.81,365.54,29.07
1525,2024-12-09,Cadeira Gamer,Móveis,Facebook Ads,Semana Tech,873.55,590.01,16.12
1526,2024-09-21,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3407.54,2095.99,58.91
1527,2024-11-03,Teclado Mecânico,Periféricos,Google Ads,Institucional,323.41,208.51,67.28
1528,2024-09-09,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3162.43,2047.3,29.0
1529,2024-12-23,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1290.18,845.27,0.0
1530,2024-04-26,Cadeira Gamer,Móveis,Influencers,Semana Tech,877.99,533.76,89.58
1531,2024-06-29,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3232.73,2056.62,0.0
1532,2024-07-11,"Monitor 27""",Periféricos,Google Ads,Nenhuma,1276.11,769.31,42.44
1533,2024-10-10,Mesa Escritório,Móveis,Facebook Ads,Nenhuma,557.79,376.37,30.22
1534,2024-08-23,Cadeira Gamer,Móveis,Email Marketing,Institucional,780.59,514.5,58.24
1535,2024-10-07,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1259.51,844.22,0.0
1536,2024-09-24,Cadeira Gamer,Móveis,Email Marketing,Institucional,848.81,572.99,53.78
1537,2024-11-09,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1156.27,745.27,75.85
1538,2024-05-20,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,289.84,180.78,24.31
1539,2024-02-19,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3278.57,2146.02,21.78
1540,2024-03-26,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,328.06,229.25,0.0
1541,2024-06-06,Notebook Pro,Eletrônicos,Email Marketing,Semana Tech,3383.28,2324.67,61.08
1542,2024-09-29,Teclado Mecânico,Periféricos,Influencers,Institucional,325.87,205.95,196.09
1543,2024-11-19,Mesa Escritório,Móveis,Google Ads,Semana Tech,589.71,368.74,63.28
